id,latitude,longitude
1067,55.971874,-3.386219
1068,55.970078,-3.386154
1069,55.968281,-3.38609
1070,55.966485,-3.386026
1071,55.964688,-3.385962
1072,55.962892,-3.385897
1073,55.961095,-3.385833
1074,55.959299,-3.385769
1075,55.957503,-3.385705
1076,55.955706,-3.38564
1077,55.95391,-3.385576
1078,55.952113,-3.385512
1079,55.950317,-3.385448
1080,55.948521,-3.385384
1081,55.946724,-3.38532
1082,55.944928,-3.385255
1083,55.943131,-3.385191
1084,55.941335,-3.385127
1085,55.939539,-3.385063
1086,55.937742,-3.384999
1087,55.935946,-3.384935
1088,55.934149,-3.384871
1089,55.932353,-3.384806
1090,55.930557,-3.384742
1091,55.92876,-3.384678
1092,55.926964,-3.384614
1093,55.925167,-3.38455
1094,55.923371,-3.384486
1095,55.921575,-3.384422
1096,55.919778,-3.384358
1097,55.917982,-3.384294
1098,55.916185,-3.38423
1099,55.914389,-3.384166
1100,55.912593,-3.384102
1101,55.910796,-3.384038
1102,55.909,-3.383974
1103,55.907203,-3.38391
1104,55.905407,-3.383846
1105,55.90361,-3.383782
1106,55.901814,-3.383718
1107,55.900018,-3.383654
1108,55.898221,-3.38359
1109,55.896425,-3.383526
1110,55.894628,-3.383462
1111,55.892832,-3.383398
1112,55.891036,-3.383334
1113,55.889239,-3.38327
1114,55.887443,-3.383206
1115,55.885646,-3.383142
1116,55.88385,-3.383078
1117,55.882053,-3.383015
1118,55.880257,-3.382951
1119,55.878461,-3.382887
1120,55.876664,-3.382823
1121,55.874868,-3.382759
1122,55.873071,-3.382695
1123,55.871275,-3.382631
1124,55.869479,-3.382567
1125,55.867682,-3.382504
1126,55.865886,-3.38244
1127,55.864089,-3.382376
1128,55.862293,-3.382312
1129,55.860496,-3.382248
1130,55.8587,-3.382185
1131,55.856904,-3.382121
1132,55.855107,-3.382057
1133,55.853311,-3.381993
1134,55.851514,-3.381929
1135,55.849718,-3.381866
1136,55.847922,-3.381802
1137,55.846125,-3.381738
1138,55.844329,-3.381674
1139,55.842532,-3.381611
1140,55.840736,-3.381547
1141,55.838939,-3.381483
1142,55.837143,-3.381419
1143,55.835347,-3.381356
1144,55.83355,-3.381292
1145,55.831754,-3.381228
1146,55.829957,-3.381165
1147,55.828161,-3.381101
1148,55.826365,-3.381037
1149,55.824568,-3.380974
1150,55.822772,-3.38091
1151,55.820975,-3.380846
1152,55.991671,-3.383721
1153,55.989874,-3.383657
1154,55.988078,-3.383593
1155,55.986281,-3.383529
1156,55.984485,-3.383464
1157,55.982689,-3.3834
1158,55.980892,-3.383336
1159,55.979096,-3.383272
1160,55.977299,-3.383208
1161,55.975503,-3.383144
1162,55.973706,-3.383079
1163,55.97191,-3.383015
1164,55.970113,-3.382951
1165,55.968317,-3.382887
1166,55.966521,-3.382823
1167,55.964724,-3.382759
1168,55.962928,-3.382695
1169,55.961131,-3.382631
1170,55.959335,-3.382567
1171,55.957538,-3.382503
1172,55.955742,-3.382438
1173,55.953946,-3.382374
1174,55.952149,-3.38231
1175,55.950353,-3.382246
1176,55.948556,-3.382182
1177,55.94676,-3.382118
1178,55.944964,-3.382054
1179,55.943167,-3.38199
1180,55.941371,-3.381926
1181,55.939575,-3.381862
1182,55.937778,-3.381798
1183,55.935982,-3.381734
1184,55.934185,-3.38167
1185,55.932389,-3.381606
1186,55.930593,-3.381542
1187,55.928796,-3.381478
1188,55.927,-3.381414
1189,55.925203,-3.381351
1190,55.923407,-3.381287
1191,55.92161,-3.381223
1192,55.919814,-3.381159
1193,55.918018,-3.381095
1194,55.916221,-3.381031
1195,55.914425,-3.380967
1196,55.912628,-3.380903
1197,55.910832,-3.380839
1198,55.909036,-3.380775
1199,55.907239,-3.380711
1200,55.905443,-3.380648
1201,55.903646,-3.380584
1202,55.90185,-3.38052
1203,55.900054,-3.380456
1204,55.898257,-3.380392
1205,55.896461,-3.380329
1206,55.894664,-3.380265
1207,55.892868,-3.380201
1208,55.891071,-3.380137
1209,55.889275,-3.380074
1210,55.887479,-3.38001
1211,55.885682,-3.379946
1212,55.883886,-3.379882
1213,55.882089,-3.379819
1214,55.880293,-3.379755
1215,55.878496,-3.379691
1216,55.8767,-3.379627
1217,55.874904,-3.379564
1218,55.873107,-3.3795
1219,55.871311,-3.379436
1220,55.869514,-3.379373
1221,55.867718,-3.379309
1222,55.865922,-3.379245
1223,55.864125,-3.379181
1224,55.862329,-3.379118
1225,55.860532,-3.379054
1226,55.858736,-3.37899
1227,55.856939,-3.378927
1228,55.855143,-3.378863
1229,55.853347,-3.3788
1230,55.85155,-3.378736
1231,55.849754,-3.378672
1232,55.847957,-3.378609
1233,55.846161,-3.378545
1234,55.844365,-3.378482
1235,55.842568,-3.378418
1236,55.840772,-3.378354
1237,55.838975,-3.378291
1238,55.837179,-3.378227
1239,55.835382,-3.378164
1240,55.833586,-3.3781
1241,55.83179,-3.378037
1242,55.829993,-3.377973
1243,55.828197,-3.377909
1244,55.8264,-3.377846
1245,55.824604,-3.377782
1246,55.822807,-3.377719
1247,55.821011,-3.377655
1248,55.991707,-3.380516
1249,55.98991,-3.380452
1250,55.988114,-3.380388
1251,55.986317,-3.380324
1252,55.984521,-3.38026
1253,55.982724,-3.380196
1254,55.980928,-3.380132
1255,55.979132,-3.380068
1256,55.977335,-3.380004
1257,55.975539,-3.37994
1258,55.973742,-3.379876
1259,55.971946,-3.379812
1260,55.970149,-3.379748
1261,55.968353,-3.379684
1262,55.966556,-3.37962
1263,55.96476,-3.379556
1264,55.962964,-3.379492
1265,55.961167,-3.379428
1266,55.959371,-3.379364
1267,55.957574,-3.3793
1268,55.955778,-3.379236
1269,55.953982,-3.379172
1270,55.952185,-3.379109
1271,55.950389,-3.379045
1272,55.948592,-3.378981
1273,55.946796,-3.378917
1274,55.945,-3.378853
1275,55.943203,-3.378789
1276,55.941407,-3.378725
1277,55.93961,-3.378662
1278,55.937814,-3.378598
1279,55.936018,-3.378534
1280,55.934221,-3.37847
1281,55.932425,-3.378406
1282,55.930628,-3.378342
1283,55.928832,-3.378279
1284,55.927036,-3.378215
1285,55.925239,-3.378151
1286,55.923443,-3.378087
1287,55.921646,-3.378023
1288,55.91985,-3.37796
1289,55.918053,-3.377896
1290,55.916257,-3.377832
1291,55.914461,-3.377768
1292,55.912664,-3.377705
1293,55.910868,-3.377641
1294,55.909071,-3.377577
1295,55.907275,-3.377513
1296,55.905479,-3.37745
1297,55.903682,-3.377386
1298,55.901886,-3.377322
1299,55.900089,-3.377259
1300,55.898293,-3.377195
1301,55.896497,-3.377132
1302,55.8947,-3.377068
1303,55.892904,-3.377004
1304,55.891107,-3.376941
1305,55.889311,-3.376877
1306,55.887514,-3.376813
1307,55.885718,-3.37675
1308,55.883922,-3.376686
1309,55.882125,-3.376623
1310,55.880329,-3.376559
1311,55.878532,-3.376495
1312,55.876736,-3.376432
1313,55.874939,-3.376368
1314,55.873143,-3.376305
1315,55.871347,-3.376241
1316,55.86955,-3.376178
1317,55.867754,-3.376114
1318,55.865957,-3.376051
1319,55.864161,-3.375987
1320,55.862364,-3.375923
1321,55.860568,-3.37586
1322,55.858772,-3.375796
1323,55.856975,-3.375733
1324,55.855179,-3.375669
1325,55.853382,-3.375606
1326,55.851586,-3.375542
1327,55.84979,-3.375479
1328,55.847993,-3.375416
1329,55.846197,-3.375352
1330,55.8444,-3.375289
1331,55.842604,-3.375225
1332,55.840807,-3.375162
1333,55.839011,-3.375098
1334,55.837215,-3.375035
1335,55.835418,-3.374971
1336,55.833622,-3.374908
1337,55.831825,-3.374845
1338,55.830029,-3.374781
1339,55.828232,-3.374718
1340,55.826436,-3.374655
1341,55.82464,-3.374591
1342,55.822843,-3.374528
1343,55.991742,-3.377311
1344,55.989946,-3.377247
1345,55.98815,-3.377183
1346,55.986353,-3.37712
1347,55.984557,-3.377056
1348,55.98276,-3.376992
1349,55.980964,-3.376928
1350,55.979167,-3.376864
1351,55.977371,-3.3768
1352,55.975574,-3.376736
1353,55.973778,-3.376672
1354,55.971982,-3.376609
1355,55.970185,-3.376545
1356,55.968389,-3.376481
1357,55.966592,-3.376417
1358,55.964796,-3.376353
1359,55.962999,-3.37629
1360,55.961203,-3.376226
1361,55.959407,-3.376162
1362,55.95761,-3.376098
1363,55.955814,-3.376034
1364,55.954017,-3.375971
1365,55.952221,-3.375907
1366,55.950424,-3.375843
1367,55.948628,-3.375779
1368,55.946832,-3.375716
1369,55.945035,-3.375652
1370,55.943239,-3.375588
1371,55.941443,-3.375525
1372,55.939646,-3.375461
1373,55.93785,-3.375397
1374,55.936053,-3.375334
1375,55.934257,-3.37527
1376,55.932461,-3.375206
1377,55.930664,-3.375143
1378,55.928868,-3.375079
1379,55.927071,-3.375015
1380,55.925275,-3.374952
1381,55.923478,-3.374888
1382,55.921682,-3.374824
1383,55.919886,-3.374761
1384,55.918089,-3.374697
1385,55.916293,-3.374633
1386,55.914496,-3.37457
1387,55.9127,-3.374506
1388,55.910904,-3.374443
1389,55.909107,-3.374379
1390,55.907311,-3.374315
1391,55.905514,-3.374252
1392,55.903718,-3.374188
1393,55.901922,-3.374125
1394,55.900125,-3.374061
1395,55.898329,-3.373998
1396,55.896532,-3.373934
1397,55.894736,-3.373871
1398,55.892939,-3.373807
1399,55.891143,-3.373744
1400,55.889347,-3.37368
1401,55.88755,-3.373617
1402,55.885754,-3.373554
1403,55.883957,-3.37349
1404,55.882161,-3.373427
1405,55.880364,-3.373363
1406,55.878568,-3.3733
1407,55.876772,-3.373236
1408,55.874975,-3.373173
1409,55.873179,-3.373109
1410,55.871382,-3.373046
1411,55.869586,-3.372983
1412,55.867789,-3.372919
1413,55.865993,-3.372856
1414,55.864197,-3.372792
1415,55.8624,-3.372729
1416,55.860604,-3.372666
1417,55.858807,-3.372602
1418,55.857011,-3.372539
1419,55.855214,-3.372476
1420,55.853418,-3.372412
1421,55.851622,-3.372349
1422,55.849825,-3.372286
1423,55.848029,-3.372222
1424,55.846232,-3.372159
1425,55.844436,-3.372096
1426,55.84264,-3.372032
1427,55.840843,-3.371969
1428,55.839047,-3.371906
1429,55.83725,-3.371843
1430,55.835454,-3.371779
1431,55.833657,-3.371716
1432,55.831861,-3.371653
1433,55.830065,-3.37159
1434,55.828268,-3.371526
1435,55.826472,-3.371463
1436,55.824675,-3.3714
1437,55.993575,-3.37417
1438,55.991778,-3.374106
1439,55.989982,-3.374042
1440,55.988185,-3.373979
1441,55.986389,-3.373915
1442,55.984592,-3.373851
1443,55.982796,-3.373787
1444,55.980999,-3.373724
1445,55.979203,-3.37366
1446,55.977407,-3.373596
1447,55.97561,-3.373533
1448,55.973814,-3.373469
1449,55.972017,-3.373405
1450,55.970221,-3.373342
1451,55.968424,-3.373278
1452,55.966628,-3.373214
1453,55.964832,-3.373151
1454,55.963035,-3.373087
1455,55.961239,-3.373023
1456,55.959442,-3.37296
1457,55.957646,-3.372896
1458,55.955849,-3.372832
1459,55.954053,-3.372769
1460,55.952257,-3.372705
1461,55.95046,-3.372641
1462,55.948664,-3.372578
1463,55.946867,-3.372514
1464,55.945071,-3.372451
1465,55.943275,-3.372387
1466,55.941478,-3.372324
1467,55.939682,-3.37226
1468,55.937885,-3.372197
1469,55.936089,-3.372133
1470,55.934293,-3.37207
1471,55.932496,-3.372006
1472,55.9307,-3.371943
1473,55.928903,-3.371879
1474,55.927107,-3.371815
1475,55.925311,-3.371752
1476,55.923514,-3.371688
1477,55.921718,-3.371625
1478,55.919921,-3.371562
1479,55.918125,-3.371498
1480,55.916328,-3.371435
1481,55.914532,-3.371371
1482,55.912736,-3.371308
1483,55.910939,-3.371244
1484,55.909143,-3.371181
1485,55.907346,-3.371117
1486,55.90555,-3.371054
1487,55.903754,-3.370991
1488,55.901957,-3.370927
1489,55.900161,-3.370864
1490,55.898364,-3.370801
1491,55.896568,-3.370737
1492,55.894771,-3.370674
1493,55.892975,-3.370611
1494,55.891179,-3.370547
1495,55.889382,-3.370484
1496,55.887586,-3.370421
1497,55.885789,-3.370357
1498,55.883993,-3.370294
1499,55.882196,-3.370231
1500,55.8804,-3.370167
1501,55.878604,-3.370104
1502,55.876807,-3.370041
1503,55.875011,-3.369977
1504,55.873214,-3.369914
1505,55.871418,-3.369851
1506,55.869621,-3.369788
1507,55.867825,-3.369724
1508,55.866029,-3.369661
1509,55.864232,-3.369598
1510,55.862436,-3.369535
1511,55.860639,-3.369471
1512,55.858843,-3.369408
1513,55.857046,-3.369345
1514,55.85525,-3.369282
1515,55.853454,-3.369219
1516,55.851657,-3.369155
1517,55.849861,-3.369092
1518,55.848064,-3.369029
1519,55.846268,-3.368966
1520,55.844471,-3.368903
1521,55.842675,-3.36884
1522,55.840879,-3.368777
1523,55.839082,-3.368713
1524,55.837286,-3.36865
1525,55.835489,-3.368587
1526,55.833693,-3.368524
1527,55.831897,-3.368461
1528,55.8301,-3.368398
1529,55.828304,-3.368335
1530,55.826507,-3.368272
1531,55.824711,-3.368209
1532,55.995407,-3.371028
1533,55.99361,-3.370965
1534,55.991814,-3.370901
1535,55.990017,-3.370838
1536,55.988221,-3.370774
1537,55.986424,-3.37071
1538,55.984628,-3.370647
1539,55.982832,-3.370583
1540,55.981035,-3.37052
1541,55.979239,-3.370456
1542,55.977442,-3.370392
1543,55.975646,-3.370329
1544,55.973849,-3.370265
1545,55.972053,-3.370202
1546,55.970256,-3.370138
1547,55.96846,-3.370075
1548,55.966664,-3.370011
1549,55.964867,-3.369948
1550,55.963071,-3.369884
1551,55.961274,-3.369821
1552,55.959478,-3.369757
1553,55.957681,-3.369694
1554,55.955885,-3.36963
1555,55.954089,-3.369567
1556,55.952292,-3.369503
1557,55.950496,-3.36944
1558,55.948699,-3.369376
1559,55.946903,-3.369313
1560,55.945107,-3.36925
1561,55.94331,-3.369186
1562,55.941514,-3.369123
1563,55.939717,-3.369059
1564,55.937921,-3.368996
1565,55.936125,-3.368933
1566,55.934328,-3.368869
1567,55.932532,-3.368806
1568,55.930735,-3.368743
1569,55.928939,-3.368679
1570,55.927143,-3.368616
1571,55.925346,-3.368552
1572,55.92355,-3.368489
1573,55.921753,-3.368426
1574,55.919957,-3.368362
1575,55.91816,-3.368299
1576,55.916364,-3.368236
1577,55.914568,-3.368172
1578,55.912771,-3.368109
1579,55.910975,-3.368046
1580,55.909178,-3.367983
1581,55.907382,-3.367919
1582,55.905586,-3.367856
1583,55.903789,-3.367793
1584,55.901993,-3.36773
1585,55.900196,-3.367666
1586,55.8984,-3.367603
1587,55.896603,-3.36754
1588,55.894807,-3.367477
1589,55.893011,-3.367414
1590,55.891214,-3.367351
1591,55.889418,-3.367287
1592,55.887621,-3.367224
1593,55.885825,-3.367161
1594,55.884028,-3.367098
1595,55.882232,-3.367035
1596,55.880436,-3.366971
1597,55.878639,-3.366908
1598,55.876843,-3.366845
1599,55.875046,-3.366782
1600,55.87325,-3.366719
1601,55.871453,-3.366656
1602,55.869657,-3.366593
1603,55.867861,-3.36653
1604,55.866064,-3.366467
1605,55.864268,-3.366403
1606,55.862471,-3.36634
1607,55.860675,-3.366277
1608,55.858878,-3.366214
1609,55.857082,-3.366151
1610,55.855286,-3.366088
1611,55.853489,-3.366025
1612,55.851693,-3.365962
1613,55.849896,-3.365899
1614,55.8481,-3.365836
1615,55.846303,-3.365773
1616,55.844507,-3.36571
1617,55.842711,-3.365647
1618,55.840914,-3.365584
1619,55.839118,-3.365521
1620,55.837321,-3.365458
1621,55.835525,-3.365395
1622,55.833728,-3.365332
1623,55.831932,-3.365269
1624,55.830136,-3.365206
1625,55.828339,-3.365143
1626,55.826543,-3.36508
1627,55.997239,-3.367887
1628,55.995442,-3.367823
1629,55.993646,-3.36776
1630,55.991849,-3.367696
1631,55.990053,-3.367633
1632,55.988256,-3.367569
1633,55.98646,-3.367506
1634,55.984664,-3.367442
1635,55.982867,-3.367379
1636,55.981071,-3.367315
1637,55.979274,-3.367252
1638,55.977478,-3.367189
1639,55.975681,-3.367125
1640,55.973885,-3.367062
1641,55.972088,-3.366998
1642,55.970292,-3.366935
1643,55.968496,-3.366872
1644,55.966699,-3.366808
1645,55.964903,-3.366745
1646,55.963106,-3.366682
1647,55.96131,-3.366618
1648,55.959513,-3.366555
1649,55.957717,-3.366491
1650,55.95592,-3.366428
1651,55.954124,-3.366365
1652,55.952328,-3.366302
1653,55.950531,-3.366238
1654,55.948735,-3.366175
1655,55.946938,-3.366112
1656,55.945142,-3.366048
1657,55.943346,-3.365985
1658,55.941549,-3.365922
1659,55.939753,-3.365859
1660,55.937957,-3.365795
1661,55.93616,-3.365732
1662,55.934364,-3.365669
1663,55.932567,-3.365606
1664,55.930771,-3.365543
1665,55.928974,-3.365479
1666,55.927178,-3.365416
1667,55.925382,-3.365353
1668,55.923585,-3.36529
1669,55.921789,-3.365227
1670,55.919992,-3.365163
1671,55.918196,-3.3651
1672,55.9164,-3.365037
1673,55.914603,-3.364974
1674,55.912807,-3.364911
1675,55.91101,-3.364848
1676,55.909214,-3.364784
1677,55.907418,-3.364721
1678,55.905621,-3.364658
1679,55.903825,-3.364595
1680,55.902028,-3.364532
1681,55.900232,-3.364469
1682,55.898435,-3.364406
1683,55.896639,-3.364343
1684,55.894842,-3.36428
1685,55.893046,-3.364217
1686,55.89125,-3.364154
1687,55.889453,-3.364091
1688,55.887657,-3.364028
1689,55.88586,-3.363965
1690,55.884064,-3.363902
1691,55.882267,-3.363839
1692,55.880471,-3.363776
1693,55.878675,-3.363713
1694,55.876878,-3.36365
1695,55.875082,-3.363587
1696,55.873285,-3.363524
1697,55.871489,-3.363461
1698,55.869692,-3.363398
1699,55.867896,-3.363335
1700,55.8661,-3.363272
1701,55.864303,-3.363209
1702,55.862507,-3.363146
1703,55.86071,-3.363083
1704,55.858914,-3.36302
1705,55.857117,-3.362957
1706,55.855321,-3.362894
1707,55.853525,-3.362831
1708,55.851728,-3.362768
1709,55.849932,-3.362706
1710,55.848135,-3.362643
1711,55.846339,-3.36258
1712,55.844542,-3.362517
1713,55.842746,-3.362454
1714,55.84095,-3.362391
1715,55.839153,-3.362328
1716,55.837357,-3.362266
1717,55.83556,-3.362203
1718,55.833764,-3.36214
1719,55.831967,-3.362077
1720,55.830171,-3.362014
1721,55.828374,-3.361952
1722,55.826578,-3.361889
1723,55.999071,-3.364744
1724,55.997274,-3.364681
1725,55.995478,-3.364618
1726,55.993681,-3.364554
1727,55.991885,-3.364491
1728,55.990088,-3.364428
1729,55.988292,-3.364364
1730,55.986495,-3.364301
1731,55.984699,-3.364238
1732,55.982903,-3.364175
1733,55.981106,-3.364111
1734,55.97931,-3.364048
1735,55.977513,-3.363985
1736,55.975717,-3.363921
1737,55.97392,-3.363858
1738,55.972124,-3.363795
1739,55.970327,-3.363732
1740,55.968531,-3.363669
1741,55.966735,-3.363605
1742,55.964938,-3.363542
1743,55.963142,-3.363479
1744,55.961345,-3.363416
1745,55.959549,-3.363352
1746,55.957752,-3.363289
1747,55.955956,-3.363226
1748,55.95416,-3.363163
1749,55.952363,-3.3631
1750,55.950567,-3.363037
1751,55.94877,-3.362973
1752,55.946974,-3.36291
1753,55.945178,-3.362847
1754,55.943381,-3.362784
1755,55.941585,-3.362721
1756,55.939788,-3.362658
1757,55.937992,-3.362595
1758,55.936196,-3.362532
1759,55.934399,-3.362469
1760,55.932603,-3.362406
1761,55.930806,-3.362343
1762,55.92901,-3.36228
1763,55.927213,-3.362216
1764,55.925417,-3.362153
1765,55.923621,-3.36209
1766,55.921824,-3.362027
1767,55.920028,-3.361964
1768,55.918231,-3.361901
1769,55.916435,-3.361838
1770,55.914639,-3.361775
1771,55.912842,-3.361712
1772,55.911046,-3.361649
1773,55.909249,-3.361586
1774,55.907453,-3.361523
1775,55.905656,-3.36146
1776,55.90386,-3.361397
1777,55.902064,-3.361334
1778,55.900267,-3.361272
1779,55.898471,-3.361209
1780,55.896674,-3.361146
1781,55.894878,-3.361083
1782,55.893081,-3.36102
1783,55.891285,-3.360957
1784,55.889489,-3.360894
1785,55.887692,-3.360831
1786,55.885896,-3.360768
1787,55.884099,-3.360705
1788,55.882303,-3.360643
1789,55.880506,-3.36058
1790,55.87871,-3.360517
1791,55.876914,-3.360454
1792,55.875117,-3.360391
1793,55.873321,-3.360328
1794,55.871524,-3.360266
1795,55.869728,-3.360203
1796,55.867931,-3.36014
1797,55.866135,-3.360077
1798,55.864338,-3.360014
1799,55.862542,-3.359952
1800,55.860746,-3.359889
1801,55.858949,-3.359826
1802,55.857153,-3.359763
1803,55.855356,-3.3597
1804,55.85356,-3.359638
1805,55.851763,-3.359575
1806,55.849967,-3.359512
1807,55.848171,-3.35945
1808,55.846374,-3.359387
1809,55.844578,-3.359324
1810,55.842781,-3.359261
1811,55.840985,-3.359199
1812,55.839188,-3.359136
1813,55.837392,-3.359073
1814,55.835596,-3.359011
1815,55.833799,-3.358948
1816,55.832003,-3.358885
1817,55.830206,-3.358823
1818,55.82841,-3.35876
1819,55.826613,-3.358697
1820,55.999106,-3.361539
1821,55.99731,-3.361476
1822,55.995513,-3.361412
1823,55.993717,-3.361349
1824,55.99192,-3.361286
1825,55.990124,-3.361223
1826,55.988327,-3.36116
1827,55.986531,-3.361097
1828,55.984734,-3.361033
1829,55.982938,-3.36097
1830,55.981142,-3.360907
1831,55.979345,-3.360844
1832,55.977549,-3.360781
1833,55.975752,-3.360718
1834,55.973956,-3.360655
1835,55.972159,-3.360592
1836,55.970363,-3.360528
1837,55.968566,-3.360465
1838,55.96677,-3.360402
1839,55.964973,-3.360339
1840,55.963177,-3.360276
1841,55.961381,-3.360213
1842,55.959584,-3.36015
1843,55.957788,-3.360087
1844,55.955991,-3.360024
1845,55.954195,-3.359961
1846,55.952398,-3.359898
1847,55.950602,-3.359835
1848,55.948806,-3.359772
1849,55.947009,-3.359709
1850,55.945213,-3.359646
1851,55.943416,-3.359583
1852,55.94162,-3.35952
1853,55.939824,-3.359457
1854,55.938027,-3.359394
1855,55.936231,-3.359331
1856,55.934434,-3.359268
1857,55.932638,-3.359206
1858,55.930842,-3.359143
1859,55.929045,-3.35908
1860,55.927249,-3.359017
1861,55.925452,-3.358954
1862,55.923656,-3.358891
1863,55.921859,-3.358828
1864,55.920063,-3.358765
1865,55.918267,-3.358702
1866,55.91647,-3.358639
1867,55.914674,-3.358576
1868,55.912877,-3.358514
1869,55.911081,-3.358451
1870,55.909285,-3.358388
1871,55.907488,-3.358325
1872,55.905692,-3.358262
1873,55.903895,-3.3582
1874,55.902099,-3.358137
1875,55.900302,-3.358074
1876,55.898506,-3.358011
1877,55.89671,-3.357949
1878,55.894913,-3.357886
1879,55.893117,-3.357823
1880,55.89132,-3.35776
1881,55.889524,-3.357698
1882,55.887727,-3.357635
1883,55.885931,-3.357572
1884,55.884135,-3.357509
1885,55.882338,-3.357447
1886,55.880542,-3.357384
1887,55.878745,-3.357321
1888,55.876949,-3.357258
1889,55.875152,-3.357196
1890,55.873356,-3.357133
1891,55.87156,-3.35707
1892,55.869763,-3.357008
1893,55.867967,-3.356945
1894,55.86617,-3.356882
1895,55.864374,-3.35682
1896,55.862577,-3.356757
1897,55.860781,-3.356695
1898,55.858984,-3.356632
1899,55.857188,-3.356569
1900,55.855392,-3.356507
1901,55.853595,-3.356444
1902,55.851799,-3.356381
1903,55.850002,-3.356319
1904,55.848206,-3.356256
1905,55.846409,-3.356194
1906,55.844613,-3.356131
1907,55.842817,-3.356069
1908,55.84102,-3.356006
1909,55.839224,-3.355943
1910,55.837427,-3.355881
1911,55.835631,-3.355818
1912,55.833834,-3.355756
1913,55.832038,-3.355693
1914,55.830241,-3.355631
1915,55.828445,-3.355568
1916,55.826649,-3.355506
1917,55.999141,-3.358333
1918,55.997345,-3.35827
1919,55.995548,-3.358207
1920,55.993752,-3.358144
1921,55.991956,-3.358081
1922,55.990159,-3.358018
1923,55.988363,-3.357955
1924,55.986566,-3.357892
1925,55.98477,-3.357829
1926,55.982973,-3.357766
1927,55.981177,-3.357703
1928,55.97938,-3.35764
1929,55.977584,-3.357577
1930,55.975787,-3.357514
1931,55.973991,-3.357451
1932,55.972195,-3.357388
1933,55.970398,-3.357325
1934,55.968602,-3.357262
1935,55.966805,-3.357199
1936,55.965009,-3.357136
1937,55.963212,-3.357073
1938,55.961416,-3.357011
1939,55.959619,-3.356948
1940,55.957823,-3.356885
1941,55.956027,-3.356822
1942,55.95423,-3.356759
1943,55.952434,-3.356696
1944,55.950637,-3.356633
1945,55.948841,-3.35657
1946,55.947045,-3.356508
1947,55.945248,-3.356445
1948,55.943452,-3.356382
1949,55.941655,-3.356319
1950,55.939859,-3.356256
1951,55.938063,-3.356194
1952,55.936266,-3.356131
1953,55.93447,-3.356068
1954,55.932673,-3.356005
1955,55.930877,-3.355943
1956,55.92908,-3.35588
1957,55.927284,-3.355817
1958,55.925488,-3.355754
1959,55.923691,-3.355691
1960,55.921895,-3.355629
1961,55.920098,-3.355566
1962,55.918302,-3.355503
1963,55.916506,-3.355441
1964,55.914709,-3.355378
1965,55.912913,-3.355315
1966,55.911116,-3.355252
1967,55.90932,-3.35519
1968,55.907523,-3.355127
1969,55.905727,-3.355064
1970,55.903931,-3.355002
1971,55.902134,-3.354939
1972,55.900338,-3.354877
1973,55.898541,-3.354814
1974,55.896745,-3.354751
1975,55.894948,-3.354689
1976,55.893152,-3.354626
1977,55.891356,-3.354563
1978,55.889559,-3.354501
1979,55.887763,-3.354438
1980,55.885966,-3.354376
1981,55.88417,-3.354313
1982,55.882373,-3.354251
1983,55.880577,-3.354188
1984,55.87878,-3.354125
1985,55.876984,-3.354063
1986,55.875188,-3.354
1987,55.873391,-3.353938
1988,55.871595,-3.353875
1989,55.869798,-3.353813
1990,55.868002,-3.35375
1991,55.866205,-3.353688
1992,55.864409,-3.353625
1993,55.862613,-3.353563
1994,55.860816,-3.3535
1995,55.85902,-3.353438
1996,55.857223,-3.353375
1997,55.855427,-3.353313
1998,55.85363,-3.35325
1999,55.851834,-3.353188
2000,55.850037,-3.353125
2001,55.848241,-3.353063
2002,55.846445,-3.353001
2003,55.844648,-3.352938
2004,55.842852,-3.352876
2005,55.841055,-3.352813
2006,55.839259,-3.352751
2007,55.837462,-3.352689
2008,55.835666,-3.352626
2009,55.833869,-3.352564
2010,55.832073,-3.352501
2011,55.830277,-3.352439
2012,55.82848,-3.352377
2013,55.826684,-3.352314
2014,56.000973,-3.35519
2015,55.999177,-3.355128
2016,55.99738,-3.355065
2017,55.995584,-3.355002
2018,55.993787,-3.354939
2019,55.991991,-3.354876
2020,55.990194,-3.354813
2021,55.988398,-3.35475
2022,55.986601,-3.354687
2023,55.984805,-3.354624
2024,55.983009,-3.354562
2025,55.981212,-3.354499
2026,55.979416,-3.354436
2027,55.977619,-3.354373
2028,55.975823,-3.35431
2029,55.974026,-3.354247
2030,55.97223,-3.354185
2031,55.970433,-3.354122
2032,55.968637,-3.354059
2033,55.96684,-3.353996
2034,55.965044,-3.353934
2035,55.963248,-3.353871
2036,55.961451,-3.353808
2037,55.959655,-3.353745
2038,55.957858,-3.353683
2039,55.956062,-3.35362
2040,55.954265,-3.353557
2041,55.952469,-3.353494
2042,55.950672,-3.353432
2043,55.948876,-3.353369
2044,55.94708,-3.353306
2045,55.945283,-3.353244
2046,55.943487,-3.353181
2047,55.941691,-3.353118
2048,55.939894,-3.353056
2049,55.938098,-3.352993
2050,55.936301,-3.35293
2051,55.934505,-3.352868
2052,55.932708,-3.352805
2053,55.930912,-3.352743
2054,55.929116,-3.35268
2055,55.927319,-3.352617
2056,55.925523,-3.352555
2057,55.923726,-3.352492
2058,55.92193,-3.352429
2059,55.920134,-3.352367
2060,55.918337,-3.352304
2061,55.916541,-3.352242
2062,55.914744,-3.352179
2063,55.912948,-3.352117
2064,55.911151,-3.352054
2065,55.909355,-3.351991
